orderkey,partkey,suppkey,linenumber,quantity,extendedprice,sale,returnflag,linestatus,shipdate,commitdate,receiptdate,shipinstruct,shipmode,comment
1052,11,4,2,6,102798.91,0.01,A,F,2/19/1998,8/31/1997,7/24/1993,DELIVER IN PERSON,TRUCK,line comment 771
1289,58,10,3,4,90690.35,0.1,N,F,5/28/1993,3/1/1994,10/29/1995,NONE,MAIL,line comment 772
354,45,3,4,39,34023.22,0.01,R,F,2/22/1994,11/9/1995,10/21/1995,COLLECT COD,FOB,line comment 773
307,37,2,5,30,19815.03,0,R,O,3/30/1996,3/24/1997,8/5/1996,NONE,FOB,line comment 774
1418,139,4,6,42,40699.14,0.04,N,F,1/7/1993,4/20/1996,5/22/1996,TAKE BACK RETURN,AIR,line comment 775
25,70,8,7,2,32607.5,0.1,N,O,9/16/1996,2/12/1993,3/13/1997,TAKE BACK RETURN,AIR,line comment 776
389,175,8,1,33,72107.11,0.01,R,F,7/6/1996,1/15/1995,6/16/1997,TAKE BACK RETURN,REG AIR,line comment 777
549,48,8,2,43,22667.58,0.06,R,F,8/14/1995,7/30/1996,11/30/1994,COLLECT COD,SHIP,line comment 778
716,139,2,3,37,16883.22,0.08,N,O,6/24/1997,4/24/1993,2/19/1997,COLLECT COD,MAIL,line comment 779
448,11,3,4,38,30641.4,0.01,A,F,8/9/1997,7/17/1996,7/6/1997,COLLECT COD,TRUCK,line comment 780
1275,186,5,5,16,49103.49,0.02,A,O,12/7/1994,6/25/1993,11/3/1997,TAKE BACK RETURN,RAIL,line comment 781
199,50,4,6,22,69910.68,0,A,O,10/23/1996,7/3/1995,6/15/1993,DELIVER IN PERSON,SHIP,line comment 782
1316,22,3,7,37,56507.72,0.04,N,O,9/21/1993,12/10/1994,11/9/1993,NONE,REG AIR,line comment 783
892,140,7,1,19,54107.2,0.01,A,F,9/22/1994,7/3/1997,5/5/1996,DELIVER IN PERSON,RAIL,line comment 784
798,80,5,2,49,61545.45,0.06,N,O,8/28/1993,6/24/1993,5/10/1997,COLLECT COD,FOB,line comment 785
984,63,6,3,33,96164.67,0.1,A,F,11/19/1998,5/8/1997,7/4/1997,NONE,AIR,line comment 786
1484,34,4,4,26,78826.62,0.01,R,O,11/19/1997,4/3/1994,8/1/1994,TAKE BACK RETURN,AIR,line comment 787
626,177,2,5,10,19529.7,0.04,N,F,3/12/1993,10/31/1994,11/3/1995,COLLECT COD,AIR,line comment 788
185,121,10,6,8,30180.14,0.1,R,O,4/4/1994,7/23/1997,2/12/1996,DELIVER IN PERSON,REG AIR,line comment 789
117,57,7,7,11,54349.16,0.04,R,F,3/23/1993,3/27/1993,11/20/1994,DELIVER IN PERSON,RAIL,line comment 790
397,140,7,1,1,37092.29,0.04,N,O,10/10/1996,1/16/1993,8/10/1996,DELIVER IN PERSON,SHIP,line comment 791
728,142,3,2,12,29009.4,0.04,R,O,1/8/1993,9/13/1993,9/2/1993,TAKE BACK RETURN,TRUCK,line comment 792
500,59,3,3,35,73475.55,0.02,A,O,11/22/1997,8/17/1998,4/28/1997,COLLECT COD,MAIL,line comment 793
1301,30,9,4,31,43301.32,0.01,R,O,10/9/1996,6/17/1997,2/7/1998,DELIVER IN PERSON,MAIL,line comment 794
389,40,9,5,28,58351.21,0.01,N,O,11/1/1993,7/14/1995,9/17/1994,DELIVER IN PERSON,REG AIR,line comment 795
945,189,10,6,35,89253.92,0.04,A,O,2/5/1995,12/5/1998,5/8/1998,NONE,REG AIR,line comment 796
1010,99,2,7,49,77510.27,0,A,O,5/30/1998,9/27/1997,2/25/1997,COLLECT COD,RAIL,line comment 797
154,160,3,1,41,94425.75,0.01,R,F,10/11/1995,8/6/1997,4/24/1994,TAKE BACK RETURN,FOB,line comment 798
1318,64,9,2,45,12415.11,0.08,A,F,12/25/1998,12/4/1996,7/31/1998,COLLECT COD,REG AIR,line comment 799
755,179,7,3,44,2631.01,0.02,A,F,3/24/1997,12/1/1994,12/20/1996,DELIVER IN PERSON,MAIL,line comment 800
1215,145,3,4,21,47537.02,0.05,R,F,9/9/1998,7/5/1995,1/23/1996,TAKE BACK RETURN,REG AIR,line comment 801
1187,156,1,5,41,1839.83,0.1,R,F,7/14/1994,5/1/1998,8/8/1994,TAKE BACK RETURN,TRUCK,line comment 802
1176,159,7,6,38,103749.55,0.05,R,O,11/29/1997,1/16/1993,2/17/1998,NONE,REG AIR,line comment 803
831,71,2,7,44,52720.08,0.06,A,O,3/10/1996,8/27/1998,5/23/1996,DELIVER IN PERSON,TRUCK,line comment 804
423,103,10,1,30,26135.44,0.1,A,O,11/7/1996,4/9/1997,4/14/1996,DELIVER IN PERSON,SHIP,line comment 805
21,84,3,2,19,33783.66,0.02,N,O,6/4/1997,11/3/1994,6/21/1997,COLLECT COD,TRUCK,line comment 806
38,140,3,3,3,42177.43,0.05,R,F,9/8/1993,1/8/1997,11/1/1998,DELIVER IN PERSON,AIR,line comment 807
989,79,9,4,15,956.68,0.04,A,O,9/13/1996,4/25/1998,12/9/1995,DELIVER IN PERSON,FOB,line comment 808
916,95,1,5,23,44184.18,0.04,N,O,9/4/1994,5/22/1995,7/8/1993,NONE,REG AIR,line comment 809
1322,53,1,6,25,79954.31,0.08,R,F,12/28/1996,4/14/1996,2/2/1994,NONE,AIR,line comment 810
885,115,10,7,37,20834.1,0.1,N,F,4/20/1996,3/21/1993,4/30/1994,TAKE BACK RETURN,MAIL,line comment 811
1293,193,4,1,27,92275.34,0,R,F,4/8/1994,5/19/1994,7/14/1993,COLLECT COD,SHIP,line comment 812
806,124,5,2,19,32428.82,0.05,A,F,6/27/1993,9/25/1997,6/30/1997,NONE,MAIL,line comment 813
240,83,6,3,20,98706.85,0.08,A,F,6/1/1994,5/11/1998,7/15/1994,NONE,TRUCK,line comment 814
680,61,4,4,50,19448,0.02,A,F,2/2/1993,12/6/1997,5/1/1993,NONE,TRUCK,line comment 815
1403,84,6,5,20,50885.65,0.08,A,O,3/27/1996,11/26/1997,8/29/1996,COLLECT COD,RAIL,line comment 816
168,36,5,6,15,56501.98,0.06,R,F,6/27/1998,6/13/1995,2/21/1994,COLLECT COD,REG AIR,line comment 817
1349,48,2,7,39,6763.9,0.04,N,F,6/8/1994,8/29/1995,8/10/1994,TAKE BACK RETURN,TRUCK,line comment 818
1265,89,9,1,11,45183.54,0.05,R,F,10/7/1995,8/23/1996,12/2/1994,COLLECT COD,FOB,line comment 819
208,104,2,2,43,32663.74,0.06,A,F,7/4/1996,6/27/1998,2/17/1997,DELIVER IN PERSON,TRUCK,line comment 820
744,79,10,3,5,6595.61,0,N,F,7/13/1993,1/10/1998,2/4/1998,NONE,SHIP,line comment 821
290,77,8,4,31,24864.91,0.06,A,F,12/31/1996,4/5/1994,3/5/1998,DELIVER IN PERSON,SHIP,line comment 822
593,155,4,5,38,32144.16,0.1,N,F,12/1/1995,8/6/1995,6/24/1998,DELIVER IN PERSON,MAIL,line comment 823
141,177,4,6,13,13886.66,0.04,N,O,12/7/1993,10/16/1997,6/3/1993,TAKE BACK RETURN,FOB,line comment 824
983,140,8,7,35,93465.42,0.01,N,O,12/15/1994,3/14/1996,11/16/1997,COLLECT COD,SHIP,line comment 825
1417,79,7,1,44,7413,0.02,R,O,12/29/1997,9/3/1996,7/17/1995,TAKE BACK RETURN,AIR,line comment 826
1405,123,4,2,33,6102.76,0.01,R,F,10/7/1997,4/12/1997,7/27/1998,DELIVER IN PERSON,REG AIR,line comment 827
1206,17,5,3,31,46962.22,0.08,N,O,6/17/1997,6/11/1997,7/14/1994,NONE,TRUCK,line comment 828
1249,151,10,4,41,83501.84,0.05,A,O,8/4/1993,6/1/1993,4/5/1994,DELIVER IN PERSON,FOB,line comment 829
1089,60,6,5,39,58554.48,0.1,N,O,3/11/1993,12/15/1993,8/5/1997,NONE,SHIP,line comment 830
1059,77,10,6,11,68589.84,0.08,A,F,10/9/1998,2/27/1997,11/30/1997,COLLECT COD,FOB,line comment 831
1065,33,9,7,24,86625.26,0.1,A,O,11/28/1996,7/30/1993,1/4/1995,COLLECT COD,RAIL,line comment 832
282,77,9,1,29,78437.27,0.1,A,O,10/31/1993,1/25/1998,12/2/1993,TAKE BACK RETURN,RAIL,line comment 833
203,69,4,2,22,79001.26,0.05,R,F,9/8/1996,10/17/1994,11/13/1998,TAKE BACK RETURN,FOB,line comment 834
1082,129,6,3,7,9536.17,0.04,R,O,5/10/1995,12/2/1993,10/4/1995,TAKE BACK RETURN,AIR,line comment 835
47,189,10,4,35,9201.77,0.06,A,O,2/16/1993,3/8/1994,12/29/1997,TAKE BACK RETURN,FOB,line comment 836
867,150,4,5,4,39440.8,0.02,N,F,10/8/1997,1/2/1994,7/6/1996,DELIVER IN PERSON,AIR,line comment 837
260,173,7,6,47,49249.9,0,N,O,3/11/1995,5/15/1994,9/15/1995,DELIVER IN PERSON,RAIL,line comment 838
630,35,6,7,16,100634.62,0.02,R,O,4/27/1998,9/24/1995,10/14/1997,DELIVER IN PERSON,FOB,line comment 839
1029,184,2,1,4,72703.29,0.06,N,F,2/18/1994,9/4/1996,9/7/1993,COLLECT COD,SHIP,line comment 840
703,179,9,2,14,75257.63,0.04,R,O,10/13/1993,4/2/1997,7/5/1997,COLLECT COD,TRUCK,line comment 841
1164,63,4,3,6,23482.28,0.06,R,O,7/1/1997,9/5/1993,1/30/1993,NONE,FOB,line comment 842
1297,75,8,4,21,102393.26,0.08,A,O,2/11/1997,12/19/1993,10/1/1996,TAKE BACK RETURN,AIR,line comment 843
732,89,2,5,25,25810.48,0.1,N,F,2/1/1995,4/3/1996,10/6/1995,TAKE BACK RETURN,REG AIR,line comment 844
966,125,3,6,40,5331.21,0.02,R,O,9/10/1995,10/11/1994,9/24/1997,TAKE BACK RETURN,TRUCK,line comment 845
1068,22,7,7,1,36601.16,0.04,R,F,12/27/1994,10/9/1993,8/16/1997,DELIVER IN PERSON,RAIL,line comment 846
686,138,5,1,7,65770.16,0.1,R,F,4/19/1995,6/25/1993,3/10/1997,DELIVER IN PERSON,RAIL,line comment 847
439,3,5,2,13,70538.46,0,N,F,7/2/1998,9/16/1997,5/5/1995,TAKE BACK RETURN,MAIL,line comment 848
929,30,9,3,33,91669.32,0.05,A,O,1/14/1996,7/22/1996,5/16/1995,DELIVER IN PERSON,FOB,line comment 849
824,67,10,4,27,60742.56,0,A,O,7/22/1998,12/13/1994,12/11/1994,NONE,FOB,line comment 850
230,181,4,5,33,48174.57,0.05,R,F,12/7/1996,7/11/1994,7/4/1998,DELIVER IN PERSON,TRUCK,line comment 851
217,194,7,6,18,93324.08,0,R,O,5/6/1994,4/12/1995,6/3/1996,COLLECT COD,FOB,line comment 852
421,141,8,7,33,79978.7,0.01,R,F,7/15/1998,9/29/1998,7/1/1995,COLLECT COD,MAIL,line comment 853
515,25,4,1,26,30446.53,0.1,A,O,2/27/1993,2/21/1993,4/7/1994,NONE,MAIL,line comment 854
1117,33,7,2,33,86835.38,0.08,N,F,2/3/1995,12/20/1995,11/15/1994,DELIVER IN PERSON,SHIP,line comment 855
1252,9,6,3,5,69074.47,0.02,R,F,12/15/1993,7/3/1994,1/30/1993,NONE,AIR,line comment 856
205,145,4,4,18,7796.93,0,N,F,1/20/1996,3/1/1997,9/11/1995,DELIVER IN PERSON,RAIL,line comment 857
296,193,5,5,40,51127.14,0.05,A,F,8/15/1994,4/26/1993,4/29/1998,COLLECT COD,REG AIR,line comment 858
364,96,2,6,25,103177.36,0.08,R,F,1/21/1995,8/14/1994,1/30/1995,NONE,RAIL,line comment 859
205,28,9,7,17,87509.32,0.04,A,O,9/14/1997,5/26/1993,2/28/1995,NONE,TRUCK,line comment 860
973,4,3,1,34,45810.18,0.08,A,F,7/25/1993,1/12/1998,11/27/1994,DELIVER IN PERSON,MAIL,line comment 861
849,185,3,2,50,4557.14,0.06,N,F,5/21/1997,3/17/1995,8/4/1997,DELIVER IN PERSON,RAIL,line comment 862
197,127,4,3,22,49267.26,0.06,N,F,9/3/1993,2/20/1993,4/17/1993,TAKE BACK RETURN,MAIL,line comment 863
352,42,2,4,40,48916.9,0.04,N,O,1/24/1998,4/9/1997,6/18/1993,TAKE BACK RETURN,RAIL,line comment 864
52,65,6,5,42,41463.64,0.02,A,F,5/7/1994,7/28/1997,4/4/1994,TAKE BACK RETURN,RAIL,line comment 865
932,66,5,6,37,18295.48,0.01,N,F,1/26/1993,8/9/1993,8/16/1994,COLLECT COD,AIR,line comment 866
296,24,7,7,20,31400.78,0.02,N,O,1/16/1997,11/3/1996,1/12/1995,COLLECT COD,FOB,line comment 867
625,190,8,1,18,79491.96,0.02,R,O,1/18/1996,3/20/1997,4/3/1993,COLLECT COD,REG AIR,line comment 868
461,34,8,2,12,44670.32,0.06,R,O,1/22/1994,3/23/1998,5/14/1996,DELIVER IN PERSON,REG AIR,line comment 869
230,98,1,3,9,29029.75,0.06,N,O,12/7/1996,3/12/1994,3/29/1994,NONE,FOB,line comment 870
1107,104,5,4,38,96853.59,0.01,A,F,10/27/1997,11/12/1995,5/16/1998,TAKE BACK RETURN,AIR,line comment 871
777,16,1,5,33,71078.03,0.02,A,F,3/14/1998,7/1/1996,2/12/1998,NONE,RAIL,line comment 872
1157,29,10,6,33,78854.41,0.1,N,F,12/29/1993,4/9/1996,6/20/1994,DELIVER IN PERSON,TRUCK,line comment 873
413,101,10,7,20,5437.84,0.08,A,O,12/8/1998,3/20/1995,8/28/1996,COLLECT COD,SHIP,line comment 874
81,130,3,1,35,28891.06,0.08,N,O,1/14/1998,12/2/1998,8/8/1997,NONE,SHIP,line comment 875
341,52,8,2,28,20408.51,0,A,O,9/28/1993,3/1/1993,1/11/1997,NONE,RAIL,line comment 876
38,141,9,3,14,80119.77,0,R,O,3/26/1993,4/9/1996,7/10/1997,TAKE BACK RETURN,MAIL,line comment 877
1068,147,10,4,38,12473.47,0,N,O,10/16/1998,10/30/1995,5/3/1994,TAKE BACK RETURN,AIR,line comment 878
482,36,8,5,1,3307.99,0.01,N,F,9/16/1994,12/19/1998,2/27/1998,DELIVER IN PERSON,TRUCK,line comment 879
1122,109,8,6,1,57271.9,0.06,R,F,12/3/1993,10/1/1995,6/16/1993,DELIVER IN PERSON,RAIL,line comment 880
890,31,2,7,39,85798.1,0.05,A,O,10/18/1995,12/31/1997,12/4/1993,DELIVER IN PERSON,FOB,line comment 881
1027,37,10,1,6,34023.36,0.06,R,O,9/12/1996,3/16/1993,2/14/1995,NONE,AIR,line comment 882
490,72,7,2,43,2152.58,0.06,R,O,8/19/1996,1/3/1998,8/10/1996,TAKE BACK RETURN,FOB,line comment 883
829,111,8,3,39,63041.83,0.05,N,O,1/25/1996,1/27/1994,8/28/1993,COLLECT COD,SHIP,line comment 884
1411,130,3,4,42,75921.9,0.02,N,O,1/11/1994,10/4/1998,1/4/1998,NONE,RAIL,line comment 885
1088,89,9,5,10,100889.18,0.08,N,F,5/18/1993,12/10/1995,8/23/1996,COLLECT COD,TRUCK,line comment 886
639,41,4,6,15,83065.02,0.06,R,F,8/13/1997,3/13/1993,2/4/1993,NONE,RAIL,line comment 887
220,141,2,7,11,65385.5,0.02,A,F,9/21/1996,10/12/1993,12/25/1994,NONE,SHIP,line comment 888
125,119,10,1,37,2762.38,0.08,N,O,5/10/1993,8/15/1993,12/20/1995,TAKE BACK RETURN,TRUCK,line comment 889
1070,37,8,2,2,6496.03,0.02,N,O,9/20/1995,1/3/1994,12/21/1994,COLLECT COD,MAIL,line comment 890
184,33,1,3,37,77377.59,0.08,A,F,12/8/1996,12/21/1998,3/13/1997,DELIVER IN PERSON,TRUCK,line comment 891
640,98,1,4,48,45577.32,0.06,R,O,11/26/1995,8/15/1994,12/7/1997,TAKE BACK RETURN,MAIL,line comment 892
682,61,1,5,41,32098.95,0,R,F,12/27/1993,4/20/1995,6/20/1996,TAKE BACK RETURN,AIR,line comment 893
171,126,7,6,10,27898.16,0.06,A,O,9/24/1997,10/31/1994,7/25/1996,DELIVER IN PERSON,REG AIR,line comment 894
928,1,9,7,44,14032.94,0.1,R,F,6/3/1997,5/6/1997,12/9/1996,TAKE BACK RETURN,MAIL,line comment 895
838,140,8,1,9,29624.25,0.01,A,F,12/16/1997,4/16/1996,4/23/1998,TAKE BACK RETURN,AIR,line comment 896
31,10,7,2,6,69821.83,0,N,F,1/21/1997,8/13/1998,6/3/1998,NONE,MAIL,line comment 897
110,79,7,3,9,25382.29,0.05,A,F,6/13/1996,9/17/1994,3/29/1994,COLLECT COD,RAIL,line comment 898
336,92,5,4,22,83165.04,0.08,A,O,12/30/1996,3/12/1993,6/26/1997,NONE,AIR,line comment 899
1374,182,10,5,19,67785.22,0.01,R,O,2/19/1994,11/25/1993,12/16/1998,COLLECT COD,TRUCK,line comment 900
462,87,10,6,16,1162.36,0.08,R,O,6/10/1996,9/23/1993,12/4/1998,NONE,FOB,line comment 901
38,89,2,7,27,56758.24,0.08,N,O,11/30/1995,1/15/1995,1/9/1994,COLLECT COD,AIR,line comment 902
507,8,2,1,24,33259.77,0.05,A,F,2/3/1995,7/28/1993,6/27/1996,TAKE BACK RETURN,RAIL,line comment 903
109,15,4,2,16,52578.64,0.01,N,O,4/27/1997,4/6/1995,3/7/1994,TAKE BACK RETURN,FOB,line comment 904
566,9,1,3,38,65712.5,0,N,F,1/2/1994,4/29/1998,4/24/1994,COLLECT COD,RAIL,line comment 905
1336,143,7,4,49,72679.81,0.01,N,O,3/27/1998,5/9/1997,9/30/1994,NONE,REG AIR,line comment 906
202,149,5,5,46,65082.1,0,A,F,11/25/1995,11/16/1998,9/8/1996,NONE,RAIL,line comment 907
458,87,9,6,41,13435.98,0.04,N,O,10/27/1996,4/3/1993,4/20/1998,COLLECT COD,FOB,line comment 908
966,36,8,7,34,71237.35,0.1,A,O,1/15/1993,7/18/1995,4/1/1998,DELIVER IN PERSON,TRUCK,line comment 909
317,34,4,1,7,45303.54,0.01,A,F,4/10/1998,10/27/1995,5/25/1998,TAKE BACK RETURN,AIR,line comment 910
83,115,7,2,8,56616.05,0.1,A,O,7/18/1995,1/29/1993,1/16/1995,NONE,FOB,line comment 911
1026,9,1,3,1,71002.27,0.06,N,F,3/22/1998,4/15/1996,3/7/1995,COLLECT COD,MAIL,line comment 912
1199,10,7,4,26,101205.11,0.02,A,F,5/20/1997,12/14/1996,2/11/1998,NONE,TRUCK,line comment 913
136,112,10,5,43,50028.23,0.08,A,O,12/31/1996,10/5/1995,2/2/1997,COLLECT COD,RAIL,line comment 914
298,100,2,6,21,6614.29,0.01,N,F,5/6/1996,2/9/1993,6/11/1995,COLLECT COD,SHIP,line comment 915
434,180,2,7,3,102788.37,0.05,A,O,3/1/1996,7/15/1994,3/27/1996,NONE,FOB,line comment 916
871,154,2,1,5,23831.65,0,N,F,3/15/1994,7/26/1995,7/11/1993,COLLECT COD,RAIL,line comment 917
1463,141,7,2,24,95751.14,0.08,A,F,2/2/1997,7/14/1997,10/1/1995,COLLECT COD,REG AIR,line comment 918
192,1,6,3,40,90643.31,0.04,N,O,1/7/1994,2/6/1996,8/5/1998,TAKE BACK RETURN,SHIP,line comment 919
251,82,8,4,50,104286.69,0.1,N,F,10/5/1997,8/7/1996,4/1/1994,COLLECT COD,FOB,line comment 920
202,35,4,5,50,8845.26,0.1,A,F,9/11/1996,8/1/1998,9/7/1998,DELIVER IN PERSON,SHIP,line comment 921
330,59,7,6,24,27911.1,0.08,N,O,3/7/1998,4/25/1996,4/13/1996,TAKE BACK RETURN,AIR,line comment 922
948,120,3,7,48,88570.02,0.06,N,F,9/28/1997,9/22/1993,12/14/1997,DELIVER IN PERSON,RAIL,line comment 923
787,68,8,1,30,22081.9,0.1,A,O,1/21/1997,5/25/1998,9/8/1993,COLLECT COD,RAIL,line comment 924
381,114,5,2,32,33993.12,0.04,N,F,3/7/1993,8/24/1998,8/21/1996,TAKE BACK RETURN,REG AIR,line comment 925
681,67,7,3,12,40784.72,0.02,A,F,12/9/1994,8/28/1994,1/21/1998,COLLECT COD,FOB,line comment 926
878,65,3,4,34,87667.87,0,N,F,9/3/1997,3/26/1997,4/28/1995,COLLECT COD,TRUCK,line comment 927
1489,141,7,5,5,90348.33,0.04,R,F,5/3/1995,7/21/1994,1/6/1997,COLLECT COD,MAIL,line comment 928
833,172,1,6,34,45770.25,0.1,R,F,8/2/1993,8/16/1995,12/24/1994,DELIVER IN PERSON,REG AIR,line comment 929
711,7,9,7,22,82076.91,0.04,A,O,1/25/1993,4/27/1998,3/31/1995,TAKE BACK RETURN,REG AIR,line comment 930
879,66,1,1,6,100475.13,0.06,R,O,1/15/1998,8/10/1996,8/13/1997,TAKE BACK RETURN,RAIL,line comment 931
706,66,3,2,48,50187.44,0.1,R,O,10/20/1996,4/24/1993,9/16/1995,NONE,MAIL,line comment 932
1493,53,3,3,12,50516.96,0.08,N,O,2/9/1998,12/20/1994,8/27/1994,TAKE BACK RETURN,RAIL,line comment 933
873,156,2,4,7,80142.06,0.1,R,O,7/1/1998,9/29/1997,11/5/1994,DELIVER IN PERSON,AIR,line comment 934
550,142,7,5,19,17299.8,0.06,A,O,3/29/1996,5/13/1993,3/16/1997,COLLECT COD,RAIL,line comment 935
384,8,3,6,28,100304.57,0,A,F,1/4/1995,2/26/1993,1/27/1994,NONE,MAIL,line comment 936
865,140,1,7,44,42262.03,0.1,N,F,9/6/1993,3/18/1998,3/21/1993,COLLECT COD,AIR,line comment 937
702,176,1,1,6,42526.46,0.04,N,F,6/11/1993,3/24/1995,5/5/1995,COLLECT COD,TRUCK,line comment 938
232,113,3,2,30,19997.32,0.05,A,F,7/6/1995,12/22/1997,11/10/1997,COLLECT COD,FOB,line comment 939
533,16,3,3,1,57079.85,0,R,F,8/24/1996,3/22/1994,6/16/1995,COLLECT COD,MAIL,line comment 940
328,147,2,4,30,73809.33,0.1,R,O,12/23/1993,11/26/1996,7/15/1993,NONE,AIR,line comment 941
1472,108,8,5,37,85919.69,0,R,F,10/30/1997,12/5/1994,2/2/1998,COLLECT COD,FOB,line comment 942
543,160,10,6,42,32502.32,0.04,R,O,6/27/1998,1/29/1998,1/3/1993,TAKE BACK RETURN,SHIP,line comment 943
45,44,1,7,1,44465.3,0.1,A,O,8/18/1997,2/28/1994,12/5/1994,DELIVER IN PERSON,MAIL,line comment 944
1270,9,5,1,12,81189.89,0.06,R,O,9/3/1995,7/12/1995,12/12/1994,COLLECT COD,SHIP,line comment 945
502,92,2,2,13,26628.05,0.02,N,O,11/19/1994,3/13/1997,9/19/1996,NONE,AIR,line comment 946
673,184,1,3,4,12711.97,0.04,N,F,3/7/1996,8/28/1998,3/12/1996,COLLECT COD,FOB,line comment 947
604,64,7,4,13,79463.27,0.04,N,F,10/27/1994,6/26/1994,1/30/1993,DELIVER IN PERSON,SHIP,line comment 948
552,193,5,5,37,78585.92,0.04,N,O,6/2/1994,8/24/1993,12/25/1997,NONE,AIR,line comment 949
293,63,8,6,39,41773.11,0.02,R,O,4/28/1994,11/5/1993,5/25/1998,TAKE BACK RETURN,SHIP,line comment 950
787,47,10,7,38,39574.89,0.02,R,O,3/2/1993,4/13/1995,1/10/1998,NONE,FOB,line comment 951
156,180,4,1,7,61868.81,0.02,N,F,1/3/1998,3/6/1997,8/9/1995,TAKE BACK RETURN,MAIL,line comment 952
310,171,9,2,28,89859.72,0.05,A,F,7/28/1996,10/29/1995,4/19/1997,DELIVER IN PERSON,MAIL,line comment 953
469,7,1,3,45,3543.37,0.08,A,O,1/12/1998,12/24/1998,1/6/1996,NONE,AIR,line comment 954
129,91,4,4,9,29043.66,0.04,R,F,3/10/1994,2/10/1993,7/25/1996,DELIVER IN PERSON,SHIP,line comment 955
614,61,1,5,14,75794.71,0.02,A,F,3/7/1994,6/11/1998,3/4/1998,COLLECT COD,SHIP,line comment 956
269,40,2,6,30,63898.59,0.02,A,O,10/27/1995,11/8/1995,8/9/1996,DELIVER IN PERSON,FOB,line comment 957
1009,11,7,7,12,77475.99,0,R,F,6/2/1998,3/24/1995,5/6/1995,COLLECT COD,AIR,line comment 958
734,159,1,1,11,62176.26,0.08,N,F,1/26/1994,3/29/1998,4/2/1996,TAKE BACK RETURN,SHIP,line comment 959
1080,136,4,2,4,92819.89,0.06,A,O,1/11/1997,8/6/1996,11/26/1997,TAKE BACK RETURN,MAIL,line comment 960
815,124,3,3,26,82947.18,0,A,O,12/27/1995,1/24/1997,6/3/1996,COLLECT COD,AIR,line comment 961
1200,101,3,4,50,67247.27,0.06,A,O,11/25/1993,12/9/1994,1/22/1995,NONE,RAIL,line comment 962
345,194,5,5,49,11959.43,0.02,R,O,7/20/1997,8/12/1997,2/12/1995,NONE,MAIL,line comment 963
561,23,5,6,42,2222.72,0.02,A,O,10/4/1995,2/16/1993,2/25/1993,TAKE BACK RETURN,TRUCK,line comment 964
840,103,1,7,11,87415,0.1,R,F,7/5/1994,8/4/1993,1/19/1997,TAKE BACK RETURN,MAIL,line comment 965
1469,60,10,1,12,7845.68,0.05,N,O,3/18/1993,12/12/1993,6/19/1995,COLLECT COD,SHIP,line comment 966
611,119,2,2,49,21792.43,0.02,N,O,10/19/1994,4/15/1997,1/24/1993,DELIVER IN PERSON,TRUCK,line comment 967
1350,10,6,3,2,97850.07,0.02,R,F,6/14/1998,6/28/1997,3/31/1994,TAKE BACK RETURN,AIR,line comment 968
577,56,9,4,4,50219.87,0.08,A,F,5/21/1997,2/12/1993,3/2/1993,NONE,MAIL,line comment 969
911,109,3,5,30,18948.94,0.05,N,O,1/5/1994,4/23/1995,3/23/1995,TAKE BACK RETURN,RAIL,line comment 970
892,77,3,6,1,67795.21,0.05,N,O,1/17/1994,5/13/1997,11/30/1996,NONE,AIR,line comment 971
951,121,7,7,19,13001.45,0.04,A,F,1/2/1995,5/7/1998,9/18/1997,DELIVER IN PERSON,TRUCK,line comment 972
369,160,1,1,45,22586.96,0.05,R,F,4/12/1996,10/12/1993,4/23/1998,NONE,AIR,line comment 973
1013,159,10,2,22,11314.03,0.1,A,O,12/21/1993,12/8/1994,5/12/1996,COLLECT COD,RAIL,line comment 974
547,198,5,3,11,30765.59,0.04,N,F,6/14/1996,11/21/1994,6/17/1995,NONE,SHIP,line comment 975
1173,66,8,4,28,82153.14,0.04,A,O,5/12/1997,11/9/1994,1/10/1997,NONE,AIR,line comment 976
857,144,10,5,35,39369.69,0.04,N,F,7/15/1994,3/31/1998,12/10/1994,COLLECT COD,FOB,line comment 977
7,153,6,6,28,77266.69,0.05,N,F,2/19/1993,7/5/1996,5/28/1998,NONE,MAIL,line comment 978
1209,155,1,7,6,41564.28,0.05,N,O,8/8/1996,5/8/1998,12/26/1998,DELIVER IN PERSON,SHIP,line comment 979
193,76,4,1,44,45364.84,0.05,R,F,8/9/1997,2/4/1996,5/20/1995,TAKE BACK RETURN,RAIL,line comment 980
1335,90,7,2,26,76621.5,0.01,R,F,1/23/1998,3/30/1998,6/23/1994,TAKE BACK RETURN,AIR,line comment 981
1422,23,9,3,15,42949.95,0.01,R,O,5/1/1996,9/2/1993,9/3/1994,TAKE BACK RETURN,TRUCK,line comment 982
631,86,1,4,45,18269.81,0.01,A,F,10/19/1998,4/27/1997,3/25/1993,NONE,MAIL,line comment 983
75,59,4,5,24,43757.93,0.08,R,F,10/14/1996,10/7/1997,9/17/1998,COLLECT COD,MAIL,line comment 984
829,121,2,6,2,42141.05,0.1,A,O,4/2/1993,1/20/1995,1/22/1995,TAKE BACK RETURN,TRUCK,line comment 985
1049,116,9,7,31,95712.92,0.05,A,F,3/8/1993,9/9/1996,6/13/1995,NONE,REG AIR,line comment 986
421,147,7,1,39,85007.59,0,N,F,4/13/1998,11/24/1994,10/11/1998,TAKE BACK RETURN,TRUCK,line comment 987
