orderkey,partkey,suppkey,linenumber,quantity,extendedprice,sale,tax,returnflag,linestatus,shipdate,commitdate,receiptdate,shipinstruct,shipmode,comment,surcharge
1101,178,1,4,26,11892.88,0.1,0.04,R,O,7/8/1998,4/5/1993,6/26/1996,TAKE BACK RETURN,TRUCK,line comment 1998,100.99
306,111,3,5,31,9413.24,0.08,0.04,R,F,1/25/1996,8/1/1998,8/31/1993,NONE,FOB,line comment 1999,100.99
241,129,8,6,36,44021.24,0.01,0,R,O,3/6/1993,8/4/1995,9/20/1995,COLLECT COD,SHIP,line comment 2000,100.99
60,119,4,7,30,81700.87,0.05,0.04,N,F,7/8/1995,3/21/1997,9/30/1997,TAKE BACK RETURN,REG AIR,line comment 2001,100.99
535,59,9,1,17,63404.84,0,0.02,N,F,8/22/1993,12/17/1997,8/11/1998,COLLECT COD,SHIP,line comment 2002,100.99
46,73,9,2,26,88456.08,0.02,0.04,N,O,3/29/1998,2/24/1995,8/31/1993,DELIVER IN PERSON,FOB,line comment 2003,100.99
507,22,5,3,28,80789.99,0.05,0.02,R,F,7/11/1994,3/3/1997,2/1/1994,DELIVER IN PERSON,MAIL,line comment 2004,100.99
45,63,5,4,30,39107.55,0.01,0.06,N,F,8/21/1993,1/15/1996,3/22/1995,COLLECT COD,SHIP,line comment 2005,100.99
1411,85,4,5,25,84771.1,0.1,0.04,R,O,4/27/1993,7/15/1996,1/10/1994,COLLECT COD,MAIL,line comment 2006,100.99
1305,18,2,6,8,8499.76,0.06,0.04,A,O,3/24/1994,7/18/1994,4/24/1993,TAKE BACK RETURN,RAIL,line comment 2007,100.99
109,9,6,7,32,11561.04,0.08,0.08,N,O,4/16/1995,11/5/1993,6/20/1996,NONE,MAIL,line comment 2008,100.99
410,144,5,1,42,90862.59,0.1,0.02,A,O,2/6/1997,7/18/1996,10/5/1997,DELIVER IN PERSON,RAIL,line comment 2009,100.99
554,189,3,2,27,12206.88,0.06,0.08,R,O,6/28/1996,12/28/1998,2/2/1996,NONE,SHIP,line comment 2010,100.99
823,136,3,3,14,46535.12,0.06,0.08,A,F,9/24/1994,9/3/1993,12/27/1998,DELIVER IN PERSON,SHIP,line comment 2011,100.99
393,35,4,4,40,61304.1,0.05,0,R,F,1/20/1995,8/1/1995,11/25/1996,DELIVER IN PERSON,REG AIR,line comment 2012,100.99
1061,8,6,5,14,99644.09,0.06,0.02,N,F,9/12/1998,7/18/1996,7/6/1993,TAKE BACK RETURN,REG AIR,line comment 2013,100.99
531,76,3,6,43,53807.37,0.1,0.02,R,O,1/17/1997,2/23/1996,4/23/1998,TAKE BACK RETURN,TRUCK,line comment 2014,100.99
542,151,4,7,31,27236.3,0.05,0.08,N,F,5/19/1997,10/16/1997,3/2/1996,DELIVER IN PERSON,RAIL,line comment 2015,100.99
1119,112,3,1,28,1806.18,0.02,0.06,A,F,5/4/1996,1/31/1997,2/4/1997,COLLECT COD,TRUCK,line comment 2016,100.99
43,150,2,2,30,62673.73,0.06,0.04,N,O,4/5/1997,4/1/1993,11/8/1995,DELIVER IN PERSON,TRUCK,line comment 2017,100.99
1236,112,1,3,11,90352.63,0.05,0.04,N,F,3/23/1995,9/5/1993,7/1/1995,COLLECT COD,AIR,line comment 2018,100.99
1155,37,7,4,41,78227.16,0.1,0,N,F,12/9/1997,3/3/1994,5/8/1998,NONE,MAIL,line comment 2019,100.99
762,16,4,5,8,72240.6,0,0.02,A,F,6/24/1994,10/7/1995,9/14/1998,NONE,SHIP,line comment 2020,100.99
876,24,8,6,10,48755.63,0.06,0.02,A,F,9/22/1995,8/24/1997,12/12/1995,NONE,AIR,line comment 2021,100.99
935,188,9,7,20,63797.91,0.06,0.08,N,O,12/21/1996,1/12/1998,3/2/1995,DELIVER IN PERSON,TRUCK,line comment 2022,100.99
1084,59,3,1,46,91848.22,0.02,0.06,N,F,3/13/1994,4/7/1993,10/24/1994,COLLECT COD,FOB,line comment 2023,100.99
210,119,7,2,14,41910.09,0.02,0.06,R,O,5/7/1997,2/8/1996,6/15/1993,NONE,REG AIR,line comment 2024,100.99
335,142,7,3,25,35897.88,0.06,0,N,O,11/27/1993,5/18/1994,3/7/1993,NONE,RAIL,line comment 2025,100.99
78,123,5,4,9,74499.71,0.02,0.08,A,F,10/26/1994,12/31/1996,11/27/1994,COLLECT COD,TRUCK,line comment 2026,100.99
559,47,4,5,50,97796.84,0.08,0.06,A,O,5/27/1998,7/27/1996,12/22/1995,COLLECT COD,AIR,line comment 2027,100.99
1466,113,9,6,15,86212.63,0.1,0.02,N,F,6/30/1994,2/6/1995,11/23/1993,NONE,RAIL,line comment 2028,100.99
904,194,3,7,3,2140.22,0.08,0,N,F,6/29/1998,3/5/1995,10/27/1995,TAKE BACK RETURN,FOB,line comment 2029,100.99
140,93,6,1,43,82818.29,0.06,0.02,R,O,7/28/1998,4/2/1994,4/18/1993,NONE,MAIL,line comment 2030,100.99
455,8,10,2,1,59200.78,0.04,0,R,O,1/31/1998,5/5/1998,5/9/1995,COLLECT COD,TRUCK,line comment 2031,100.99
1254,122,4,3,29,89341.57,0.04,0,R,O,6/18/1994,6/29/1996,10/20/1998,NONE,RAIL,line comment 2032,100.99
1077,39,7,4,50,17538.54,0.1,0.04,A,O,4/20/1993,1/2/1993,8/29/1993,TAKE BACK RETURN,MAIL,line comment 2033,100.99
249,134,10,5,12,3763.37,0.1,0,R,F,10/4/1994,1/8/1995,10/2/1995,NONE,FOB,line comment 2034,100.99
155,84,10,6,27,81270.9,0.02,0.02,A,F,5/9/1995,12/7/1996,4/16/1994,TAKE BACK RETURN,SHIP,line comment 2035,100.99
403,4,9,7,29,83053.7,0,0.02,A,O,11/17/1994,11/13/1997,1/13/1993,NONE,RAIL,line comment 2036,100.99
453,7,1,1,30,35883.71,0.02,0.04,R,F,5/14/1994,7/15/1998,12/2/1996,TAKE BACK RETURN,SHIP,line comment 2037,100.99
1178,193,2,2,22,71942.4,0.06,0,R,F,10/19/1996,6/26/1993,4/30/1996,TAKE BACK RETURN,MAIL,line comment 2038,100.99
913,46,9,3,16,41565.5,0.05,0.06,R,F,6/9/1994,3/4/1994,5/27/1994,NONE,AIR,line comment 2039,100.99
1357,83,1,4,45,14877.4,0.05,0.02,A,F,1/13/1996,7/2/1997,8/22/1994,DELIVER IN PERSON,TRUCK,line comment 2040,100.99
1176,74,2,5,25,28035.23,0.04,0.04,R,F,4/5/1995,1/14/1998,11/17/1995,DELIVER IN PERSON,TRUCK,line comment 2041,100.99
1427,93,9,6,36,93963.02,0.08,0.08,R,F,9/24/1998,1/14/1996,11/5/1993,DELIVER IN PERSON,RAIL,line comment 2042,100.99
879,75,2,7,26,68077.74,0.08,0.06,A,F,9/12/1994,8/26/1995,1/18/1998,NONE,MAIL,line comment 2043,100.99
1178,55,2,1,30,50085.43,0.01,0.02,R,F,2/16/1996,12/30/1996,11/7/1998,COLLECT COD,SHIP,line comment 2044,100.99
554,113,1,2,16,103552.21,0.1,0.08,R,O,3/1/1993,5/31/1998,4/3/1995,TAKE BACK RETURN,SHIP,line comment 2045,100.99
1188,46,7,3,5,84327.37,0.1,0.04,A,O,6/2/1997,7/25/1993,6/23/1995,COLLECT COD,TRUCK,line comment 2046,100.99
746,100,8,4,14,101193.79,0.1,0,N,O,8/1/1994,9/25/1994,10/18/1995,DELIVER IN PERSON,RAIL,line comment 2047,100.99
1203,30,6,5,36,82103.58,0.1,0.08,N,O,11/30/1996,6/3/1996,1/14/1995,NONE,AIR,line comment 2048,100.99
684,126,9,6,25,40507.41,0,0.08,N,F,1/4/1993,7/9/1993,4/22/1995,DELIVER IN PERSON,MAIL,line comment 2049,100.99
1340,49,3,7,18,8513.84,0.04,0.06,A,F,10/17/1996,11/12/1997,12/30/1995,TAKE BACK RETURN,AIR,line comment 2050,100.99
873,12,1,1,47,84421.05,0,0.06,R,F,6/28/1993,3/26/1997,2/11/1994,NONE,AIR,line comment 2051,100.99
569,188,10,2,16,26654.51,0.1,0,N,F,7/28/1993,6/19/1996,3/8/1996,COLLECT COD,TRUCK,line comment 2052,100.99
1439,118,7,3,36,46440.91,0.08,0.02,N,O,8/26/1998,1/5/1997,5/12/1998,TAKE BACK RETURN,AIR,line comment 2053,100.99
1028,112,7,4,20,87516.33,0.06,0.04,N,O,3/15/1997,4/4/1996,8/8/1998,NONE,RAIL,line comment 2054,100.99
514,28,10,5,18,18623.87,0.06,0.02,A,F,9/18/1993,12/11/1994,9/10/1997,COLLECT COD,REG AIR,line comment 2055,100.99
280,53,4,6,17,72283.44,0.02,0,A,O,10/22/1994,5/18/1994,7/10/1996,DELIVER IN PERSON,RAIL,line comment 2056,100.99
1356,179,1,7,30,73597.3,0.01,0.02,R,F,7/22/1994,9/26/1998,11/26/1995,NONE,TRUCK,line comment 2057,100.99
1366,69,2,1,30,97006.94,0.1,0,A,F,1/28/1997,4/5/1997,5/19/1997,DELIVER IN PERSON,SHIP,line comment 2058,100.99
203,103,5,2,21,44360.62,0.04,0.08,R,F,12/13/1993,6/30/1997,7/7/1998,TAKE BACK RETURN,AIR,line comment 2059,100.99
821,65,8,3,26,97896.8,0.1,0.06,R,O,4/26/1997,12/16/1996,5/30/1994,DELIVER IN PERSON,FOB,line comment 2060,100.99
637,85,6,4,43,77625.63,0.06,0.02,N,O,11/20/1997,7/5/1998,1/29/1997,DELIVER IN PERSON,SHIP,line comment 2061,100.99
1216,143,9,5,37,65744.49,0.1,0.08,R,O,7/5/1994,4/2/1998,1/16/1997,NONE,REG AIR,line comment 2062,100.99
1407,180,9,6,18,15648.38,0,0.06,R,O,11/12/1993,8/24/1997,11/29/1994,TAKE BACK RETURN,AIR,line comment 2063,100.99
127,98,8,7,44,25056.2,0.08,0.04,N,F,5/23/1993,8/27/1997,11/4/1997,COLLECT COD,FOB,line comment 2064,100.99
114,50,2,1,3,26470.7,0.01,0.04,A,O,10/10/1995,9/7/1995,9/18/1995,DELIVER IN PERSON,RAIL,line comment 2065,100.99
725,65,9,2,7,96811.22,0.05,0,A,F,6/29/1997,11/6/1996,11/13/1998,TAKE BACK RETURN,SHIP,line comment 2066,100.99
1167,101,2,3,24,14783.36,0.05,0.04,R,O,9/21/1994,2/7/1996,3/1/1995,TAKE BACK RETURN,FOB,line comment 2067,100.99
433,82,2,4,30,98332.7,0.06,0.06,R,O,11/14/1998,8/17/1998,2/12/1998,DELIVER IN PERSON,REG AIR,line comment 2068,100.99
507,169,4,5,16,35046.97,0.08,0.06,A,F,11/5/1997,11/27/1997,10/23/1995,DELIVER IN PERSON,TRUCK,line comment 2069,100.99
95,178,2,6,42,56450.7,0.02,0.04,A,O,5/5/1997,11/6/1997,6/13/1994,NONE,AIR,line comment 2070,100.99
1442,44,10,7,28,98110.95,0.05,0.06,N,F,9/21/1997,3/9/1996,7/17/1994,TAKE BACK RETURN,FOB,line comment 2071,100.99
392,112,8,1,24,87938.86,0.1,0.08,A,O,2/18/1998,1/6/1994,1/17/1993,COLLECT COD,REG AIR,line comment 2072,100.99
1476,190,3,2,32,85512.44,0,0.08,N,O,7/5/1996,2/4/1998,10/13/1994,DELIVER IN PERSON,MAIL,line comment 2073,100.99
1299,71,6,3,8,81626.73,0.06,0,A,F,6/19/1993,12/4/1994,6/2/1996,NONE,TRUCK,line comment 2074,100.99
690,109,7,4,45,19927.85,0,0,N,O,5/20/1997,5/19/1995,12/16/1996,DELIVER IN PERSON,FOB,line comment 2075,100.99
662,62,9,5,10,30861.08,0.02,0.06,N,F,6/10/1994,3/1/1993,8/21/1995,DELIVER IN PERSON,REG AIR,line comment 2076,100.99
327,16,3,6,32,33559.09,0.05,0,R,F,1/26/1996,2/16/1995,11/20/1996,DELIVER IN PERSON,TRUCK,line comment 2077,100.99
1056,14,10,7,18,39302,0.04,0.02,A,F,1/25/1995,4/11/1993,7/27/1994,NONE,SHIP,line comment 2078,100.99
1270,4,8,1,1,32352.22,0.04,0,R,O,4/9/1993,12/14/1994,8/24/1995,NONE,REG AIR,line comment 2079,100.99
1290,165,4,2,45,26030.8,0.02,0.06,R,F,4/29/1998,12/23/1996,11/6/1996,NONE,TRUCK,line comment 2080,100.99
975,58,6,3,26,7649.89,0.02,0.06,R,F,1/2/1997,3/14/1994,3/26/1996,TAKE BACK RETURN,RAIL,line comment 2081,100.99
696,175,4,4,12,95495.75,0.08,0.06,A,O,3/10/1994,6/7/1994,12/27/1995,COLLECT COD,TRUCK,line comment 2082,100.99
121,165,2,5,46,6207,0.02,0,N,F,11/17/1996,7/1/1995,10/20/1995,DELIVER IN PERSON,TRUCK,line comment 2083,100.99
590,115,8,6,11,50068.8,0.06,0.08,N,O,1/12/1995,10/14/1993,6/24/1994,DELIVER IN PERSON,MAIL,line comment 2084,100.99
710,154,4,7,29,96517.67,0.01,0.02,A,F,12/14/1997,7/14/1996,3/8/1998,DELIVER IN PERSON,SHIP,line comment 2085,100.99
364,9,7,1,12,9668.9,0.01,0.06,A,F,2/5/1995,12/30/1993,7/7/1993,DELIVER IN PERSON,REG AIR,line comment 2086,100.99
442,101,5,2,18,87694.37,0.04,0.06,R,F,10/26/1995,5/12/1995,10/19/1994,TAKE BACK RETURN,FOB,line comment 2087,100.99
950,162,3,3,6,27212.43,0.02,0,N,F,8/19/1993,6/19/1997,8/11/1998,COLLECT COD,SHIP,line comment 2088,100.99
1117,82,8,4,11,48951.91,0,0.08,N,O,1/1/1998,6/14/1995,2/11/1995,NONE,MAIL,line comment 2089,100.99
434,163,3,5,3,2384.25,0,0,R,F,9/29/1997,5/4/1998,1/1/1998,NONE,SHIP,line comment 2090,100.99
340,142,5,6,26,39364.8,0.08,0,R,O,5/18/1998,9/16/1995,3/30/1996,NONE,AIR,line comment 2091,100.99
776,91,7,7,27,67255.01,0.04,0.02,A,F,3/21/1996,9/24/1993,9/30/1996,NONE,REG AIR,line comment 2092,100.99
641,127,4,1,27,77360.82,0.06,0,R,O,3/22/1998,10/10/1998,2/9/1997,DELIVER IN PERSON,AIR,line comment 2093,100.99
736,181,10,2,47,88627.64,0.1,0.06,R,F,5/3/1997,9/2/1996,8/14/1997,DELIVER IN PERSON,RAIL,line comment 2094,100.99
645,40,3,3,41,96787.06,0.04,0.02,A,F,1/8/1998,1/20/1996,10/14/1998,NONE,REG AIR,line comment 2095,100.99
668,24,5,4,9,10085.09,0.02,0.02,R,F,6/8/1994,5/20/1998,2/17/1997,COLLECT COD,TRUCK,line comment 2096,100.99
93,70,2,5,42,14474.55,0.1,0.06,R,O,8/20/1997,10/26/1997,6/11/1996,COLLECT COD,RAIL,line comment 2097,100.99
452,125,3,6,12,65289.01,0.1,0,N,O,11/14/1993,5/15/1994,3/8/1993,COLLECT COD,SHIP,line comment 2098,100.99
341,156,6,7,41,79687.63,0.05,0.02,N,O,9/18/1994,6/5/1996,6/3/1997,COLLECT COD,FOB,line comment 2099,100.99
406,155,1,1,17,3561.31,0.08,0.08,A,F,9/7/1996,5/21/1995,4/19/1996,TAKE BACK RETURN,TRUCK,line comment 2100,100.99
1036,40,5,2,30,72386.31,0,0,R,F,12/1/1997,11/1/1997,5/26/1997,TAKE BACK RETURN,FOB,line comment 2101,100.99
1393,145,5,3,20,72469.02,0.04,0.06,N,F,1/20/1993,9/2/1998,10/13/1994,NONE,REG AIR,line comment 2102,100.99
685,163,7,4,2,55981.73,0.06,0.08,N,F,1/11/1995,1/26/1995,3/25/1997,TAKE BACK RETURN,FOB,line comment 2103,100.99
918,189,3,5,49,89371.32,0.04,0.02,R,O,9/3/1996,5/30/1996,8/19/1997,COLLECT COD,TRUCK,line comment 2104,100.99
395,200,4,6,4,76612.56,0.05,0.06,R,F,12/26/1994,10/30/1997,9/1/1997,TAKE BACK RETURN,RAIL,line comment 2105,100.99
179,140,1,7,3,37675.23,0.05,0.08,R,F,5/2/1997,11/23/1994,8/19/1998,TAKE BACK RETURN,AIR,line comment 2106,100.99
557,65,10,1,48,78543.13,0.1,0.08,R,O,11/25/1994,10/4/1995,1/15/1997,DELIVER IN PERSON,FOB,line comment 2107,100.99
471,171,5,2,28,65575.73,0.06,0.06,R,O,12/22/1993,7/23/1995,8/22/1995,DELIVER IN PERSON,FOB,line comment 2108,100.99
549,121,7,3,16,57550.6,0.01,0.06,A,O,2/20/1995,7/8/1994,4/14/1995,TAKE BACK RETURN,TRUCK,line comment 2109,100.99
187,199,3,4,39,101770.62,0.04,0.08,N,O,1/10/1993,11/11/1993,4/29/1997,COLLECT COD,RAIL,line comment 2110,100.99
1285,40,4,5,33,80433.97,0.02,0,A,O,1/25/1993,1/30/1997,9/15/1994,COLLECT COD,RAIL,line comment 2111,100.99
597,197,1,6,13,26118.17,0.08,0.02,A,O,9/30/1993,11/22/1993,11/19/1994,TAKE BACK RETURN,RAIL,line comment 2112,100.99
72,29,3,7,12,26330.47,0.08,0.06,A,F,2/7/1995,3/16/1993,10/1/1995,DELIVER IN PERSON,REG AIR,line comment 2113,100.99
16,179,1,1,50,48398.77,0.06,0.06,A,O,2/26/1993,11/21/1993,3/12/1998,TAKE BACK RETURN,AIR,line comment 2114,100.99
633,136,4,2,22,88603.25,0.04,0.02,R,O,4/19/1996,9/22/1998,5/25/1998,DELIVER IN PERSON,SHIP,line comment 2115,100.99
1268,30,2,3,5,33427.71,0.1,0.04,R,O,11/19/1997,1/27/1998,2/14/1993,COLLECT COD,TRUCK,line comment 2116,100.99
110,12,10,4,10,56362.68,0.02,0,N,O,11/9/1995,4/8/1995,3/5/1996,DELIVER IN PERSON,MAIL,line comment 2117,100.99
768,154,4,5,14,18352.44,0.08,0,N,F,4/13/1993,11/8/1993,8/15/1995,COLLECT COD,REG AIR,line comment 2118,100.99
329,93,3,6,48,79367.3,0.02,0.06,A,O,4/24/1997,11/3/1994,12/28/1993,COLLECT COD,RAIL,line comment 2119,100.99
1084,191,4,7,7,46333.74,0.06,0.04,N,F,11/10/1994,7/17/1998,4/19/1993,DELIVER IN PERSON,REG AIR,line comment 2120,100.99
232,111,8,1,49,9582.06,0.1,0.08,A,F,3/30/1994,7/10/1994,1/29/1993,COLLECT COD,SHIP,line comment 2121,100.99
886,114,4,2,7,35558.3,0.08,0.04,N,O,11/25/1994,12/2/1994,6/17/1993,NONE,RAIL,line comment 2122,100.99
580,173,1,3,31,72254.31,0.06,0.02,R,O,4/5/1993,11/14/1993,11/8/1998,NONE,AIR,line comment 2123,100.99
661,82,1,4,5,7210.49,0.06,0,A,F,1/7/1998,8/18/1998,8/3/1996,COLLECT COD,FOB,line comment 2124,100.99
477,128,9,5,19,43858.13,0.1,0.06,R,F,9/13/1993,1/26/1998,7/9/1998,DELIVER IN PERSON,REG AIR,line comment 2125,100.99
805,70,5,6,1,59077.74,0.04,0,N,F,1/16/1998,9/20/1998,8/10/1995,NONE,SHIP,line comment 2126,100.99
905,43,8,7,46,94107.79,0.01,0.06,A,F,11/1/1994,9/20/1995,7/18/1994,COLLECT COD,FOB,line comment 2127,100.99
740,28,2,1,2,13157.59,0.04,0.02,N,O,2/14/1993,3/3/1995,11/14/1995,DELIVER IN PERSON,TRUCK,line comment 2128,100.99
746,8,3,2,13,89325.01,0,0,R,O,6/11/1993,7/2/1997,7/13/1996,DELIVER IN PERSON,RAIL,line comment 2129,100.99
1473,23,8,3,44,49706.08,0.05,0.06,N,F,11/15/1993,1/18/1996,12/11/1996,TAKE BACK RETURN,FOB,line comment 2130,100.99
335,66,1,4,28,95830.97,0.08,0.02,R,O,1/2/1994,6/15/1996,5/4/1996,DELIVER IN PERSON,MAIL,line comment 2131,100.99
255,26,5,5,35,103146.09,0.01,0.08,R,F,9/13/1993,8/10/1998,7/6/1997,TAKE BACK RETURN,TRUCK,line comment 2132,100.99
1157,103,1,6,27,94765.5,0.06,0.02,N,F,1/3/1996,6/9/1993,9/20/1994,DELIVER IN PERSON,TRUCK,line comment 2133,100.99
83,34,3,7,28,32783.38,0.01,0.06,A,O,3/27/1998,1/18/1993,10/28/1995,NONE,MAIL,line comment 2134,100.99
1346,35,6,1,20,47942.69,0.02,0.06,N,O,3/1/1998,8/31/1993,12/18/1996,COLLECT COD,FOB,line comment 2135,100.99
1452,129,8,2,18,55436.18,0.1,0.02,N,F,1/17/1997,12/4/1994,2/18/1995,COLLECT COD,REG AIR,line comment 2136,100.99
1434,66,1,3,47,36219.8,0.1,0,A,O,11/1/1994,8/23/1998,7/1/1997,TAKE BACK RETURN,MAIL,line comment 2137,100.99
1094,74,5,4,46,63998.7,0.05,0.06,N,F,3/18/1996,10/15/1995,8/11/1995,NONE,REG AIR,line comment 2138,100.99
1235,20,9,5,49,41781.1,0.06,0.02,A,F,9/10/1995,2/3/1998,7/18/1997,COLLECT COD,AIR,line comment 2139,100.99
639,1,7,6,10,50149.07,0.06,0.02,A,O,8/20/1995,8/20/1993,3/4/1994,TAKE BACK RETURN,TRUCK,line comment 2140,100.99
1416,35,2,7,13,26479.99,0,0,R,F,12/9/1995,3/15/1995,11/13/1995,NONE,MAIL,line comment 2141,100.99
373,56,4,1,27,22935.76,0.02,0.08,R,F,9/15/1997,5/12/1993,3/6/1996,NONE,SHIP,line comment 2142,100.99
555,75,3,2,24,38677.41,0.01,0.04,N,O,4/14/1995,3/8/1994,3/29/1998,NONE,SHIP,line comment 2143,100.99
342,196,2,3,37,28470.82,0.06,0.06,A,F,3/29/1996,1/6/1995,5/14/1996,TAKE BACK RETURN,MAIL,line comment 2144,100.99
1279,29,2,4,33,12310.19,0.06,0,R,F,10/24/1994,7/5/1998,12/13/1994,NONE,REG AIR,line comment 2145,100.99
904,187,4,5,25,30894.85,0.1,0.02,R,O,11/4/1995,12/4/1998,7/24/1998,NONE,AIR,line comment 2146,100.99
5,16,8,6,42,60200.12,0.01,0.04,R,O,9/10/1995,12/6/1995,2/18/1997,DELIVER IN PERSON,AIR,line comment 2147,100.99
1408,61,1,7,34,23816.1,0.05,0.06,R,F,12/28/1994,12/4/1994,12/2/1995,NONE,REG AIR,line comment 2148,100.99
288,65,7,1,13,104704.67,0,0.08,R,O,1/11/1994,5/14/1998,4/22/1997,COLLECT COD,SHIP,line comment 2149,100.99
28,109,7,2,14,78394.06,0.01,0.04,A,F,8/30/1997,4/13/1994,4/19/1993,TAKE BACK RETURN,AIR,line comment 2150,100.99
1244,27,3,3,39,66103.51,0.04,0.06,N,F,6/21/1996,6/1/1993,4/30/1997,NONE,RAIL,line comment 2151,100.99
717,149,1,4,28,8966.64,0.05,0.06,N,O,12/9/1993,11/6/1994,7/28/1996,DELIVER IN PERSON,MAIL,line comment 2152,100.99
4,66,1,5,47,104007.05,0.01,0.06,N,F,6/30/1993,11/8/1994,8/30/1997,COLLECT COD,REG AIR,line comment 2153,100.99
164,68,10,6,9,12638.93,0.02,0,A,F,5/21/1997,8/1/1994,3/4/1997,DELIVER IN PERSON,AIR,line comment 2154,100.99
1035,67,3,7,30,65252.55,0.08,0.08,N,O,1/29/1998,10/4/1993,3/17/1996,DELIVER IN PERSON,SHIP,line comment 2155,100.99
457,126,3,1,18,15093.98,0.08,0,N,F,5/3/1998,10/5/1993,12/20/1996,NONE,MAIL,line comment 2156,100.99
936,83,8,2,34,74216.82,0.06,0.08,A,F,1/25/1996,5/24/1995,6/30/1998,COLLECT COD,FOB,line comment 2157,100.99
1178,121,10,3,15,3887.77,0.06,0.06,A,O,5/12/1998,5/17/1997,12/22/1997,TAKE BACK RETURN,RAIL,line comment 2158,100.99
1202,56,10,4,31,33351.42,0.01,0,R,O,2/20/1997,7/20/1996,1/19/1993,NONE,AIR,line comment 2159,100.99
53,35,9,5,15,60187.74,0.04,0.04,R,F,11/12/1997,4/19/1997,10/9/1997,DELIVER IN PERSON,AIR,line comment 2160,100.99
805,5,8,6,40,44511.91,0.06,0.04,R,O,4/1/1998,12/4/1994,12/23/1993,DELIVER IN PERSON,RAIL,line comment 2161,100.99
778,80,5,7,33,31174.78,0.08,0.02,N,O,7/15/1994,6/20/1994,2/11/1996,NONE,FOB,line comment 2162,100.99
659,104,6,1,19,7235.12,0.06,0.08,N,F,8/18/1995,10/8/1994,2/7/1996,COLLECT COD,TRUCK,line comment 2163,100.99
1481,107,6,2,50,48050.96,0.06,0,R,F,1/6/1998,7/5/1995,6/14/1998,NONE,FOB,line comment 2164,100.99
156,44,3,3,48,84025.83,0.06,0.02,R,F,9/14/1996,9/14/1997,2/19/1998,DELIVER IN PERSON,RAIL,line comment 2165,100.99
984,151,3,4,43,52069.07,0.06,0.02,A,F,10/9/1994,10/20/1997,9/4/1996,COLLECT COD,MAIL,line comment 2166,100.99
292,16,4,5,40,42250.35,0.05,0.08,A,F,8/5/1993,1/8/1996,6/5/1993,TAKE BACK RETURN,RAIL,line comment 2167,100.99
264,73,3,6,4,59196.16,0.01,0.04,R,F,12/3/1993,4/9/1998,8/4/1996,COLLECT COD,AIR,line comment 2168,100.99
769,181,4,7,45,57436.38,0.01,0.02,R,O,5/29/1998,3/10/1996,9/5/1997,DELIVER IN PERSON,SHIP,line comment 2169,100.99
122,131,6,1,9,76129.83,0.02,0,N,O,1/16/1996,6/18/1997,10/5/1995,COLLECT COD,SHIP,line comment 2170,100.99
387,115,3,2,27,8831.69,0.1,0.08,A,O,7/25/1998,4/16/1997,12/1/1996,COLLECT COD,REG AIR,line comment 2171,100.99
1458,157,2,3,14,72855.11,0,0.04,R,O,2/24/1994,4/25/1997,7/17/1993,COLLECT COD,MAIL,line comment 2172,100.99
766,75,5,4,48,84491.22,0.04,0,N,F,8/29/1998,10/21/1995,9/15/1997,TAKE BACK RETURN,RAIL,line comment 2173,100.99
179,57,8,5,43,19705.41,0,0.08,A,O,3/27/1995,10/11/1994,10/1/1993,DELIVER IN PERSON,FOB,line comment 2174,100.99
938,119,8,6,16,97645.66,0.1,0.06,N,F,8/5/1998,11/2/1996,2/12/1998,TAKE BACK RETURN,SHIP,line comment 2175,100.99
427,65,9,7,23,37171.2,0.06,0.08,N,F,8/27/1993,10/22/1995,4/8/1995,NONE,AIR,line comment 2176,100.99
782,160,4,1,48,76015.44,0.01,0,A,F,7/27/1994,3/2/1997,4/22/1995,COLLECT COD,AIR,line comment 2177,100.99
387,168,2,2,4,56811.92,0.02,0.02,N,F,10/19/1995,10/14/1993,6/29/1996,NONE,SHIP,line comment 2178,100.99
772,65,1,3,48,82627.73,0.1,0,R,O,8/10/1994,9/27/1997,2/28/1993,TAKE BACK RETURN,TRUCK,line comment 2179,100.99
627,130,8,4,19,75535.21,0.06,0,R,O,5/1/1996,3/16/1994,9/17/1997,NONE,FOB,line comment 2180,100.99
1428,149,8,5,16,77351.84,0.05,0.02,N,O,1/31/1998,12/15/1994,2/29/1996,DELIVER IN PERSON,TRUCK,line comment 2181,100.99
344,171,1,6,37,34944.27,0.1,0.02,N,O,11/13/1996,1/19/1997,9/9/1998,COLLECT COD,TRUCK,line comment 2182,100.99
1100,68,9,7,30,80853.1,0.02,0.04,A,O,1/11/1995,5/14/1996,1/7/1997,DELIVER IN PERSON,TRUCK,line comment 2183,100.99
643,101,5,1,44,76360.03,0.01,0.08,R,F,2/6/1996,10/27/1995,8/9/1996,COLLECT COD,MAIL,line comment 2184,100.99
348,78,3,2,38,1514.42,0.05,0,A,F,2/26/1997,7/23/1998,2/5/1997,NONE,SHIP,line comment 2185,100.99
1000,154,6,3,32,93564.79,0.01,0.08,N,O,4/9/1998,5/18/1996,3/20/1997,TAKE BACK RETURN,RAIL,line comment 2186,100.99
294,195,6,4,48,98011.79,0.04,0.06,N,O,7/1/1998,8/25/1998,4/25/1993,DELIVER IN PERSON,AIR,line comment 2187,100.99
1457,9,8,5,45,33112.57,0.01,0.06,N,F,6/4/1998,10/1/1997,6/25/1993,COLLECT COD,RAIL,line comment 2188,100.99
